id,title,slug,price,description,images,creationAt,updatedAt,category.id,category.name,category.slug,category.image,category.creationAt,category.updatedAt
20,Sleek Comfort-Fit Over-Ear Headphones,sleek-comfort-fit-over-ear-headphones,28,"Experience superior sound quality with our Sleek Comfort-Fit Over-Ear Headphones, designed for prolonged use with cushioned ear cups and an adjustable, padded headband. Ideal for immersive listening, whether you're at home, in the office, or on the move. Their durable construction and timeless design provide both aesthetically pleasing looks and long-lasting performance.","['https://i.imgur.com/SolkFEB.jpeg', 'https://i.imgur.com/KIGW49u.jpeg', 'https://i.imgur.com/mWwek7p.jpeg']",2026-07-06T23:51:29.000Z,2026-07-06T23:51:29.000Z,2,QueryreteFailedError,queryretefailederror,https://i.imgur.com/ZANVnHE.jpeg,2026-07-06T23:51:29.000Z,2026-07-07T05:25:02.000Z
22,Sleek Wireless Computer Mouse,sleek-wireless-computer-mouse,10,"Experience smooth and precise navigation with this modern wireless mouse, featuring a glossy finish and a comfortable ergonomic design. Its responsive tracking and easy-to-use interface make it the perfect accessory for any desktop or laptop setup. The stylish blue hue adds a splash of color to your workspace, while its compact size ensures it fits neatly in your bag for on-the-go productivity.","['https://i.imgur.com/w3Y8NwQ.jpeg', 'https://i.imgur.com/WJFOGIC.jpeg', 'https://i.imgur.com/dV4Nklf.jpeg']",2026-07-06T23:51:29.000Z,2026-07-06T23:51:29.000Z,2,QueryreteFailedError,queryretefailederror,https://i.imgur.com/ZANVnHE.jpeg,2026-07-06T23:51:29.000Z,2026-07-07T05:25:02.000Z
23,Sleek Modern Laptop with Ambient Lighting,sleek-modern-laptop-with-ambient-lighting,43,"Experience next-level computing with our ultra-slim laptop, featuring a stunning display illuminated by ambient lighting. This high-performance machine is perfect for both work and play, delivering powerful processing in a sleek, portable design. The vibrant colors add a touch of personality to your tech collection, making it as stylish as it is functional.","['https://i.imgur.com/OKn1KFI.jpeg', 'https://i.imgur.com/G4f21Ai.jpeg', 'https://i.imgur.com/Z9oKRVJ.jpeg']",2026-07-06T23:51:29.000Z,2026-07-06T23:51:29.000Z,2,QueryreteFailedError,queryretefailederror,https://i.imgur.com/ZANVnHE.jpeg,2026-07-06T23:51:29.000Z,2026-07-07T05:25:02.000Z
24,Sleek Modern Laptop for Professionals,sleek-modern-laptop-for-professionals,97,"Experience cutting-edge technology and elegant design with our latest laptop model. Perfect for professionals on-the-go, this high-performance laptop boasts a powerful processor, ample storage, and a long-lasting battery life, all encased in a lightweight, slim frame for ultimate portability. Shop now to elevate your work and play.","['https://i.imgur.com/ItHcq7o.jpeg', 'https://i.imgur.com/55GM3XZ.jpeg', 'https://i.imgur.com/tcNJxoW.jpeg']",2026-07-06T23:51:29.000Z,2026-07-06T23:51:29.000Z,2,QueryreteFailedError,queryretefailederror,https://i.imgur.com/ZANVnHE.jpeg,2026-07-06T23:51:29.000Z,2026-07-07T05:25:02.000Z
25,Stylish Red & Silver Over-Ear Headphones,stylish-red-silver-over-ear-headphones,39,"Immerse yourself in superior sound quality with these sleek red and silver over-ear headphones. Designed for comfort and style, the headphones feature cushioned ear cups, an adjustable padded headband, and a detachable red cable for easy storage and portability. Perfect for music lovers and audiophiles who value both appearance and audio fidelity.","['https://i.imgur.com/YaSqa06.jpeg', 'https://i.imgur.com/isQAliJ.jpeg', 'https://i.imgur.com/5B8UQfh.jpeg']",2026-07-06T23:51:29.000Z,2026-07-06T23:51:29.000Z,2,QueryreteFailedError,queryretefailederror,https://i.imgur.com/ZANVnHE.jpeg,2026-07-06T23:51:29.000Z,2026-07-07T05:25:02.000Z
26,Sleek Mirror Finish Phone Case,sleek-mirror-finish-phone-case,27,"Enhance your smartphone's look with this ultra-sleek mirror finish phone case. Designed to offer style with protection, the case features a reflective surface that adds a touch of elegance while keeping your device safe from scratches and impacts. Perfect for those who love a minimalist and modern aesthetic.","['https://i.imgur.com/yb9UQKL.jpeg', 'https://i.imgur.com/m2owtQG.jpeg', 'https://i.imgur.com/bNiORct.jpeg']",2026-07-06T23:51:29.000Z,2026-07-06T23:51:29.000Z,2,QueryreteFailedError,queryretefailederror,https://i.imgur.com/ZANVnHE.jpeg,2026-07-06T23:51:29.000Z,2026-07-07T05:25:02.000Z
27,Sleek Smartwatch with Vibrant Display,sleek-smartwatch-with-vibrant-display,16,"Experience modern timekeeping with our high-tech smartwatch, featuring a vivid touch screen display, customizable watch faces, and a comfortable blue silicone strap. This smartwatch keeps you connected with notifications and fitness tracking while showcasing exceptional style and versatility.","['https://i.imgur.com/LGk9Jn2.jpeg', 'https://i.imgur.com/1ttYWaI.jpeg', 'https://i.imgur.com/sPRWnJH.jpeg']",2026-07-06T23:51:29.000Z,2026-07-06T23:51:29.000Z,2,QueryreteFailedError,queryretefailederror,https://i.imgur.com/ZANVnHE.jpeg,2026-07-06T23:51:29.000Z,2026-07-07T05:25:02.000Z
28,Sleek Modern Leather Sofa,sleek-modern-leather-sofa,53,"Enhance the elegance of your living space with our Sleek Modern Leather Sofa. Designed with a minimalist aesthetic, it features clean lines and a luxurious leather finish. The robust metal legs provide stability and support, while the plush cushions ensure comfort. Perfect for contemporary homes or office waiting areas, this sofa is a statement piece that combines style with practicality.","['https://i.imgur.com/Qphac99.jpeg', 'https://i.imgur.com/dJjpEgG.jpeg', 'https://i.imgur.com/MxJyADq.jpeg']",2026-07-06T23:51:29.000Z,2026-07-06T23:51:29.000Z,3,Furniture,furniture,https://i.imgur.com/Qphac99.jpeg,2026-07-06T23:51:29.000Z,2026-07-06T23:51:29.000Z
29,Mid-Century Modern Wooden Dining Table,mid-century-modern-wooden-dining-table,24,"Elevate your dining room with this sleek Mid-Century Modern dining table, featuring an elegant walnut finish and tapered legs for a timeless aesthetic. Its sturdy wood construction and minimalist design make it a versatile piece that fits with a variety of decor styles. Perfect for intimate dinners or as a stylish spot for your morning coffee.","['https://i.imgur.com/DMQHGA0.jpeg', 'https://i.imgur.com/qrs9QBg.jpeg', 'https://i.imgur.com/XVp8T1I.jpeg']",2026-07-06T23:51:29.000Z,2026-07-06T23:51:29.000Z,3,Furniture,furniture,https://i.imgur.com/Qphac99.jpeg,2026-07-06T23:51:29.000Z,2026-07-06T23:51:29.000Z
30,Chage title,chage-title,100,"Elevate your dining space with this luxurious table, featuring a sturdy golden metal base with an intricate rod design that provides both stability and chic elegance. The smooth stone top in a sleek round shape offers a robust surface for your dining pleasure. Perfect for both everyday meals and special occasions, this table easily complements any modern or glam decor.",['https://placehold.co/600x400'],2026-07-06T23:51:29.000Z,2026-07-07T02:06:39.000Z,3,Furniture,furniture,https://i.imgur.com/Qphac99.jpeg,2026-07-06T23:51:29.000Z,2026-07-06T23:51:29.000Z
31,Modern Elegance Teal Armchair,modern-elegance-teal-armchair,25,"Elevate your living space with this beautifully crafted armchair, featuring a sleek wooden frame that complements its vibrant teal upholstery. Ideal for adding a pop of color and contemporary style to any room, this chair provides both superb comfort and sophisticated design. Perfect for reading, relaxing, or creating a cozy conversation nook.","['https://i.imgur.com/6wkyyIN.jpeg', 'https://i.imgur.com/Ald3Rec.jpeg', 'https://i.imgur.com/dIqo03c.jpeg']",2026-07-06T23:51:29.000Z,2026-07-06T23:51:29.000Z,3,Furniture,furniture,https://i.imgur.com/Qphac99.jpeg,2026-07-06T23:51:29.000Z,2026-07-06T23:51:29.000Z
32,Elegant Solid Wood Dining Table,elegant-solid-wood-dining-table,67,"Enhance your dining space with this sleek, contemporary dining table, crafted from high-quality solid wood with a warm finish. Its sturdy construction and minimalist design make it a perfect addition for any home looking for a touch of elegance. Accommodates up to six guests comfortably and includes a striking fruit bowl centerpiece. The overhead lighting is not included.","['https://i.imgur.com/4lTaHfF.jpeg', 'https://i.imgur.com/JktHE1C.jpeg', 'https://i.imgur.com/cQeXQMi.jpeg']",2026-07-06T23:51:29.000Z,2026-07-06T23:51:29.000Z,3,Furniture,furniture,https://i.imgur.com/Qphac99.jpeg,2026-07-06T23:51:29.000Z,2026-07-06T23:51:29.000Z
33,Modern Minimalist Workstation Setup,modern-minimalist-workstation-setup,49,"Elevate your home office with our Modern Minimalist Workstation Setup, featuring a sleek wooden desk topped with an elegant computer, stylish adjustable wooden desk lamp, and complimentary accessories for a clean, productive workspace. This setup is perfect for professionals seeking a contemporary look that combines functionality with design.","['https://i.imgur.com/3oXNBst.jpeg', 'https://i.imgur.com/ErYYZnT.jpeg', 'https://i.imgur.com/boBPwYW.jpeg']",2026-07-06T23:51:29.000Z,2026-07-06T23:51:29.000Z,3,Furniture,furniture,https://i.imgur.com/Qphac99.jpeg,2026-07-06T23:51:29.000Z,2026-07-06T23:51:29.000Z
34,Modern Ergonomic Office Chair,modern-ergonomic-office-chair,71,"Elevate your office space with this sleek and comfortable Modern Ergonomic Office Chair. Designed to provide optimal support throughout the workday, it features an adjustable height mechanism, smooth-rolling casters for easy mobility, and a cushioned seat for extended comfort. The clean lines and minimalist white design make it a versatile addition to any contemporary workspace.","['https://i.imgur.com/3dU0m72.jpeg', 'https://i.imgur.com/zPU3EVa.jpeg']",2026-07-06T23:51:29.000Z,2026-07-06T23:51:29.000Z,3,Furniture,furniture,https://i.imgur.com/Qphac99.jpeg,2026-07-06T23:51:29.000Z,2026-07-06T23:51:29.000Z
35,Futuristic Holographic Soccer Cleats,futuristic-holographic-soccer-cleats,39,"Step onto the field and stand out from the crowd with these eye-catching holographic soccer cleats. Designed for the modern player, these cleats feature a sleek silhouette, lightweight construction for maximum agility, and durable studs for optimal traction. The shimmering holographic finish reflects a rainbow of colors as you move, ensuring that you'll be noticed for both your skills and style. Perfect for the fashion-forward athlete who wants to make a statement.","['https://i.imgur.com/qNOjJje.jpeg', 'https://i.imgur.com/NjfCFnu.jpeg', 'https://i.imgur.com/eYtvXS1.jpeg']",2026-07-06T23:51:29.000Z,2026-07-06T23:51:29.000Z,4,Shoes,shoes,https://i.imgur.com/qNOjJje.jpeg,2026-07-06T23:51:29.000Z,2026-07-06T23:51:29.000Z
36,Rainbow Glitter High Heels,rainbow-glitter-high-heels,39,"Step into the spotlight with these eye-catching rainbow glitter high heels. Designed to dazzle, each shoe boasts a kaleidoscope of shimmering colors that catch and reflect light with every step. Perfect for special occasions or a night out, these stunners are sure to turn heads and elevate any ensemble.","['https://i.imgur.com/62gGzeF.jpeg', 'https://i.imgur.com/5MoPuFM.jpeg', 'https://i.imgur.com/sUVj7pK.jpeg']",2026-07-06T23:51:29.000Z,2026-07-06T23:51:29.000Z,4,Shoes,shoes,https://i.imgur.com/qNOjJje.jpeg,2026-07-06T23:51:29.000Z,2026-07-06T23:51:29.000Z
37,Chic Summer Denim Espadrille Sandals,chic-summer-denim-espadrille-sandals,33,"Step into summer with style in our denim espadrille sandals. Featuring a braided jute sole for a classic touch and adjustable denim straps for a snug fit, these sandals offer both comfort and a fashionable edge. The easy slip-on design ensures convenience for beach days or casual outings.","['https://i.imgur.com/9qrmE1b.jpeg', 'https://i.imgur.com/wqKxBVH.jpeg', 'https://i.imgur.com/sWSV6DK.jpeg']",2026-07-06T23:51:29.000Z,2026-07-06T23:51:29.000Z,4,Shoes,shoes,https://i.imgur.com/qNOjJje.jpeg,2026-07-06T23:51:29.000Z,2026-07-06T23:51:29.000Z
38,Vibrant Runners: Bold Orange & Blue Sneakers,vibrant-runners-bold-orange-blue-sneakers,27,"Step into style with these eye-catching sneakers featuring a striking combination of orange and blue hues. Designed for both comfort and fashion, these shoes come with flexible soles and cushioned insoles, perfect for active individuals who don't compromise on style. The reflective silver accents add a touch of modernity, making them a standout accessory for your workout or casual wear.","['https://i.imgur.com/hKcMNJs.jpeg', 'https://i.imgur.com/NYToymX.jpeg', 'https://i.imgur.com/HiiapCt.jpeg']",2026-07-06T23:51:29.000Z,2026-07-06T23:51:29.000Z,4,Shoes,shoes,https://i.imgur.com/qNOjJje.jpeg,2026-07-06T23:51:29.000Z,2026-07-06T23:51:29.000Z
39,Vibrant Pink Classic Sneakers,vibrant-pink-classic-sneakers,84,"Step into style with our Vibrant Pink Classic Sneakers! These eye-catching shoes feature a bold pink hue with iconic white detailing, offering a sleek, timeless design. Constructed with durable materials and a comfortable fit, they are perfect for those seeking a pop of color in their everyday footwear. Grab a pair today and add some vibrancy to your step!","['https://i.imgur.com/mcW42Gi.jpeg', 'https://i.imgur.com/mhn7qsF.jpeg', 'https://i.imgur.com/F8vhnFJ.jpeg']",2026-07-06T23:51:29.000Z,2026-07-06T23:51:29.000Z,4,Shoes,shoes,https://i.imgur.com/qNOjJje.jpeg,2026-07-06T23:51:29.000Z,2026-07-06T23:51:29.000Z
40,Futuristic Silver and Gold High-Top Sneaker,futuristic-silver-and-gold-high-top-sneaker,68,"Step into the future with this eye-catching high-top sneaker, designed for those who dare to stand out. The sneaker features a sleek silver body with striking gold accents, offering a modern twist on classic footwear. Its high-top design provides support and style, making it the perfect addition to any avant-garde fashion collection. Grab a pair today and elevate your shoe game!","['https://i.imgur.com/npLfCGq.jpeg', 'https://i.imgur.com/vYim3gj.jpeg', 'https://i.imgur.com/HxuHwBO.jpeg']",2026-07-06T23:51:29.000Z,2026-07-06T23:51:29.000Z,4,Shoes,shoes,https://i.imgur.com/qNOjJje.jpeg,2026-07-06T23:51:29.000Z,2026-07-06T23:51:29.000Z
41,Futuristic Chic High-Heel Boots,futuristic-chic-high-heel-boots,36,"Elevate your style with our cutting-edge high-heel boots that blend bold design with avant-garde aesthetics. These boots feature a unique color-block heel, a sleek silhouette, and a versatile light grey finish that pairs easily with any cutting-edge outfit. Crafted for the fashion-forward individual, these boots are sure to make a statement.","['https://i.imgur.com/HqYqLnW.jpeg', 'https://i.imgur.com/RlDGnZw.jpeg', 'https://i.imgur.com/qa0O6fg.jpeg']",2026-07-06T23:51:29.000Z,2026-07-06T23:51:29.000Z,4,Shoes,shoes,https://i.imgur.com/qNOjJje.jpeg,2026-07-06T23:51:29.000Z,2026-07-06T23:51:29.000Z
42,Elegant Patent Leather Peep-Toe Pumps with Gold-Tone Heel,elegant-patent-leather-peep-toe-pumps,53,"Step into sophistication with these chic peep-toe pumps, showcasing a lustrous patent leather finish and an eye-catching gold-tone block heel. The ornate buckle detail adds a touch of glamour, perfect for elevating your evening attire or complementing a polished daytime look.","['https://i.imgur.com/AzAY4Ed.jpeg', 'https://i.imgur.com/umfnS9P.jpeg', 'https://i.imgur.com/uFyuvLg.jpeg']",2026-07-06T23:51:29.000Z,2026-07-06T23:51:29.000Z,4,Shoes,shoes,https://i.imgur.com/qNOjJje.jpeg,2026-07-06T23:51:29.000Z,2026-07-06T23:51:29.000Z
43,Elegant Purple Leather Loafers,elegant-purple-leather-loafers,17,"Step into sophistication with our Elegant Purple Leather Loafers, perfect for making a bold statement. Crafted from high-quality leather with a vibrant purple finish, these shoes feature a classic loafer silhouette that's been updated with a contemporary twist. The comfortable slip-on design and durable soles ensure both style and functionality for the modern man.","['https://i.imgur.com/Au8J9sX.jpeg', 'https://i.imgur.com/gdr8BW2.jpeg', 'https://i.imgur.com/KDCZxnJ.jpeg']",2026-07-06T23:51:29.000Z,2026-07-06T23:51:29.000Z,4,Shoes,shoes,https://i.imgur.com/qNOjJje.jpeg,2026-07-06T23:51:29.000Z,2026-07-06T23:51:29.000Z
44,Classic Blue Suede Casual Shoes,classic-blue-suede-casual-shoes,39,"Step into comfort with our Classic Blue Suede Casual Shoes, perfect for everyday wear. These shoes feature a stylish blue suede upper, durable rubber soles for superior traction, and classic lace-up fronts for a snug fit. The sleek design pairs well with both jeans and chinos, making them a versatile addition to any wardrobe.","['https://i.imgur.com/sC0ztOB.jpeg', 'https://i.imgur.com/Jf9DL9R.jpeg', 'https://i.imgur.com/R1IN95T.jpeg']",2026-07-06T23:51:29.000Z,2026-07-06T23:51:29.000Z,4,Shoes,shoes,https://i.imgur.com/qNOjJje.jpeg,2026-07-06T23:51:29.000Z,2026-07-06T23:51:29.000Z
45,Sleek Futuristic Electric Bicycle,sleek-futuristic-electric-bicycle,22,"This modern electric bicycle combines style and efficiency with its unique design and top-notch performance features. Equipped with a durable frame, enhanced battery life, and integrated tech capabilities, it's perfect for the eco-conscious commuter looking to navigate the city with ease.","['https://i.imgur.com/BG8J0Fj.jpg', 'https://i.imgur.com/ujHBpCX.jpg', 'https://i.imgur.com/WHeVL9H.jpg']",2026-07-06T23:51:29.000Z,2026-07-06T23:51:29.000Z,5,nombre -> put ,nombre-put,https://i.imgur.com/BG8J0Fj.jpg,2026-07-06T23:51:29.000Z,2026-07-07T03:06:22.000Z
46,Sleek All-Terrain Go-Kart,sleek-all-terrain-go-kart,37,"Experience the thrill of outdoor adventures with our Sleek All-Terrain Go-Kart, featuring a durable frame, comfortable racing seat, and robust, large-tread tires perfect for handling a variety of terrains. Designed for fun-seekers of all ages, this go-kart is an ideal choice for backyard racing or exploring local trails.","['https://i.imgur.com/Ex5x3IU.jpg', 'https://i.imgur.com/z7wAQwe.jpg', 'https://i.imgur.com/kc0Dj9S.jpg']",2026-07-06T23:51:29.000Z,2026-07-06T23:51:29.000Z,5,nombre -> put ,nombre-put,https://i.imgur.com/BG8J0Fj.jpg,2026-07-06T23:51:29.000Z,2026-07-07T03:06:22.000Z
